,adapt,avg_rate,first_isi,isi_cv,latency,mean_isi,median_isi,peak_deflect,sag,stim_amp,v_baseline,cell_id,norm_stim_amp
13,,0.0,,,,,,"(-76.23291, 2494)",0.27676302194595337,-75.0,-66.91657257080078,14605300.abf,-1.0
14,,0.0,,,,,,"(-73.45581, 2834)",0.23782560229301453,-50.0,-67.51437377929688,14605300.abf,-0.6666666666666666
15,,1.6667777851856789,,,0.5918800000000001,,,"(-70.81604, 3289)",1.1872013807296753,-25.0,-67.51020812988281,14605300.abf,-0.3333333333333333
16,,0.0,,,,,,"(-65.7959, 16039)",17.18781852722168,0.0,-67.84942626953125,14605300.abf,0.0
17,,0.0,,,,,,"(-63.690186, 12462)",-3.1174027919769287,25.0,-67.92937469482422,14605300.abf,0.3333333333333333
18,,0.0,,,,,,"(-60.913086, 2483)",-5.512312889099121,50.0,-68.10990905761719,14605300.abf,0.6666666666666666
19,,1.6667777851856789,,,0.08932,,,"(13.336182, 3897)",-6.811581611633301,75.0,-68.39838409423828,14605300.abf,1.0
20,0.02740706647282073,25.001666777785182,0.0228,0.19908107588619975,0.025360000000000008,0.03818285714285714,0.03901999999999997,"(14.11438, 14493)",-7.63090705871582,100.0,-68.7991714477539,14605300.abf,1.3333333333333333
21,0.013451598305220068,50.003333555570364,0.011679999999999996,0.1655775753084924,0.01296,0.019903448275862066,0.020479999999999998,"(14.404297, 9141)",-6.3940324783325195,125.0,-68.9145736694336,14605300.abf,1.6666666666666667
22,0.009131098732943757,71.6714447629842,0.007680000000000006,0.13598158122889373,0.010319999999999996,0.013884761904761905,0.014300000000000007,"(14.694214, 13080)",-6.496541976928711,150.0,-69.51145935058594,14605300.abf,2.0
23,0.0052472662509874665,91.67277818521234,0.00648,0.10793727808818433,0.007599999999999996,0.01076888888888889,0.011079999999999979,"(14.770508, 14733)",-5.359099864959717,175.0,-70.06863403320312,14605300.abf,2.3333333333333335
24,0.0040459081027913,113.34088939262617,0.005599999999999994,0.09306775946542353,0.006680000000000005,0.008814328358208957,0.008959999999999968,"(14.892578, 1833)",-5.622726917266846,200.0,-70.4795913696289,14605300.abf,2.6666666666666665
25,0.0028661918496019983,135.00900060004,0.004880000000000009,0.07041232401065121,0.005159999999999998,0.007358500000000001,0.007360000000000019,"(14.892578, 1796)",-5.458797454833984,225.0,-70.88030242919922,14605300.abf,3.0
26,0.0014834833523002253,156.67711180745383,0.004839999999999997,0.05016238001521168,0.004320000000000004,0.0063776344086021505,0.006400000000000017,"(15.182495, 1775)",-5.180796146392822,250.0,-70.73871612548828,14605300.abf,3.3333333333333335
27,0.0009144208314620711,171.67811187412494,0.004519999999999996,0.04982643127627632,0.003799999999999998,0.005796078431372549,0.005839999999999956,"(15.2282715, 1764)",-4.989741802215576,275.0,-71.21548461914062,14605300.abf,3.6666666666666665
28,0.0007291205527049299,186.67911194079605,0.004360000000000003,0.044636730826664646,0.0028399999999999953,0.00532972972972973,0.005319999999999991,"(14.755249, 1741)",-4.017797470092773,300.0,-71.26090240478516,14605300.abf,4.0
29,-0.001530305769291974,198.34655643709578,0.007279999999999995,0.05848439819552899,-0.0003999999999999976,0.005023193277310925,0.0050000000000000044,"(14.816284, 1740)",-5.304708003997803,325.0,-71.50348663330078,14605300.abf,4.333333333333333
0,,0.0,,,,,,"(-110.961914, 2100)",0.20837509632110596,-400.0,-77.79341888427734,14605321.abf,-3.2
1,,0.0,,,,,,"(-108.13904, 2098)",0.18054822087287903,-375.0,-76.41155242919922,14605321.abf,-3.0
2,,0.0,,,,,,"(-106.277466, 2083)",0.1651613861322403,-350.0,-76.01207733154297,14605321.abf,-2.8
3,,0.0,,,,,,"(-104.3396, 2171)",0.18278023600578308,-325.0,-75.73797607421875,14605321.abf,-2.6
4,,0.0,,,,,,"(-102.23389, 2316)",0.17789509892463684,-300.0,-75.3210678100586,14605321.abf,-2.4
5,,0.0,,,,,,"(-100.40283, 2204)",0.1870301067829132,-275.0,-74.8438720703125,14605321.abf,-2.2
6,,0.0,,,,,,"(-98.31238, 2145)",0.1759168803691864,-250.0,-74.988525390625,14605321.abf,-2.0
7,,0.0,,,,,,"(-96.13037, 2187)",0.19204266369342804,-225.0,-74.83708953857422,14605321.abf,-1.8
8,,0.0,,,,,,"(-93.97888, 2349)",0.20043648779392242,-200.0,-74.67145538330078,14605321.abf,-1.6
9,,0.0,,,,,,"(-91.73584, 2446)",0.184305801987648,-175.0,-74.56761932373047,14605321.abf,-1.4
10,,0.0,,,,,,"(-89.24866, 2957)",0.18278035521507263,-150.0,-74.69695281982422,14605321.abf,-1.2
11,,0.0,,,,,,"(-87.20398, 2423)",0.19486676156520844,-125.0,-74.53691101074219,14605321.abf,-1.0
12,,0.0,,,,,,"(-84.77783, 2481)",0.1784893274307251,-100.0,-74.66315460205078,14605321.abf,-0.8
13,,0.0,,,,,,"(-82.44324, 2384)",0.16885420680046082,-75.0,-74.71475982666016,14605321.abf,-0.6
14,,0.0,,,,,,"(-80.215454, 3110)",0.20825175940990448,-50.0,-74.78035736083984,14605321.abf,-0.4
15,,0.0,,,,,,"(-77.89612, 2749)",0.10545065253973007,-25.0,-74.87471771240234,14605321.abf,-0.2
16,,0.0,,,,,,"(-73.62366, 6132)",0.28139033913612366,0.0,-75.34461212158203,14605321.abf,0.0
17,,0.0,,,,,,"(-71.07544, 3153)",-5.538085460662842,25.0,-75.7010498046875,14605321.abf,0.2
18,,0.0,,,,,,"(-70.129395, 7505)",-4.0958170890808105,50.0,-75.69627380371094,14605321.abf,0.4
19,,0.0,,,,,,"(-66.833496, 3333)",-6.096935272216797,75.0,-76.18722534179688,14605321.abf,0.6
20,,0.0,,,,,,"(-63.88855, 5585)",-4.799267768859863,100.0,-76.72589111328125,14605321.abf,0.8
21,,1.6667777851856789,,,0.04240000000000001,,,"(17.852783, 2726)",-4.461300373077393,125.0,-77.16983795166016,14605321.abf,1.0
22,0.19741366968004403,13.334222281485431,0.013240000000000002,0.6736847271722147,0.023400000000000004,0.06351428571428572,0.05272000000000002,"(18.463135, 2251)",-6.65564489364624,150.0,-77.26719665527344,14605321.abf,1.2
23,0.030734656008191665,40.00266684445629,0.007960000000000009,0.2734056068491751,0.015799999999999995,0.02467130434782609,0.027559999999999973,"(18.600464, 12272)",-6.453091621398926,175.0,-77.62754821777344,14605321.abf,1.4
24,0.015487691665471547,60.00400026668444,0.0063600000000000045,0.19819229924569082,0.011359999999999995,0.016434285714285717,0.0174399999999999,"(18.722534, 1950)",-5.730393409729004,200.0,-78.063720703125,14605321.abf,1.6
25,0.006069499233099752,78.33855590372691,0.006159999999999999,0.13995508014315902,0.008959999999999996,0.012606956521739132,0.013080000000000008,"(19.119263, 1890)",-5.336950302124023,225.0,-78.1168441772461,14605321.abf,1.8
26,0.006310468639519469,93.33955597039802,0.005520000000000011,0.12844245928999357,0.007599999999999996,0.010586909090909091,0.01100000000000001,"(18.859863, 1857)",-5.145002365112305,250.0,-78.63169860839844,14605321.abf,2.0
27,0.005182592829671028,105.00700046669778,0.005199999999999996,0.11099067374656353,0.006400000000000003,0.00951741935483871,0.009860000000000008,"(18.569946, 1828)",-5.153494358062744,275.0,-78.74781799316406,14605321.abf,2.2
28,0.0045942677939308915,113.34088939262617,0.005080000000000001,0.10088614656158243,0.005519999999999997,0.008851940298507463,0.009119999999999906,"(18.676758, 1805)",-5.0377583503723145,300.0,-79.2040023803711,14605321.abf,2.4
29,0.003930813743799597,120.00800053336889,0.004680000000000004,0.09667778726598976,0.004839999999999997,0.008366760563380283,0.008599999999999997,"(18.127441, 1789)",-4.8308634757995605,325.0,-79.2723159790039,14605321.abf,2.6
0,,0.0,,,,,,"(-114.42566, 4217)",0.012212998233735561,-400.0,-71.27462768554688,14605325.abf,-16.0
1,,0.0,,,,,,"(-111.90796, 8664)",0.017824683338403702,-375.0,-70.5171890258789,14605325.abf,-15.0
2,,0.0,,,,,,"(-109.86328, 5556)",0.019813690334558487,-350.0,-69.76740264892578,14605325.abf,-14.0
3,,0.0,,,,,,"(-107.69653, 5814)",0.021949386224150658,-325.0,-69.53337860107422,14605325.abf,-13.0
4,,0.0,,,,,,"(-105.48401, 7941)",0.013849900104105473,-300.0,-68.50818634033203,14605325.abf,-12.0
5,,0.0,,,,,,"(-103.36304, 4877)",0.017654135823249817,-275.0,-67.6869888305664,14605325.abf,-11.0
6,,0.0,,,,,,"(-101.0437, 5981)",0.016674214974045753,-250.0,-66.95696258544922,14605325.abf,-10.0
7,,0.0,,,,,,"(-98.80066, 5847)",0.01627807319164276,-225.0,-66.2026138305664,14605325.abf,-9.0
8,,0.0,,,,,,"(-96.2677, 5375)",0.01647753268480301,-200.0,-65.7410888671875,14605325.abf,-8.0
9,,0.0,,,,,,"(-93.551636, 5222)",0.016162097454071045,-175.0,-64.49856567382812,14605325.abf,-7.0
10,,0.0,,,,,,"(-90.789795, 5876)",0.036802973598241806,-150.0,-63.896644592285156,14605325.abf,-6.0
11,,0.0,,,,,,"(-87.58545, 7154)",0.02497045323252678,-125.0,-65.73435974121094,14605325.abf,-5.0
12,,0.0,,,,,,"(-84.01489, 5464)",0.04220450296998024,-100.0,-63.16452407836914,14605325.abf,-4.0
13,,0.0,,,,,,"(-79.940796, 5325)",0.04146904498338699,-75.0,-62.9562873840332,14605325.abf,-3.0
14,,0.0,,,,,,"(-75.94299, 11786)",0.018249522894620895,-50.0,-63.4057731628418,14605325.abf,-2.0
15,,0.0,,,,,,"(-71.899414, 15402)",0.04032308980822563,-25.0,-65.11454772949219,14605325.abf,-1.0
16,,1.6667777851856789,,,0.48064000000000007,,,"(10.421753, 13681)",0.6425139904022217,0.0,-62.973060607910156,14605325.abf,0.0
17,0.003615542672701714,25.001666777785182,0.03684,0.10200656626358094,0.015,0.039540000000000006,0.03908000000000002,"(11.199951, 2041)",0.7106533050537109,25.0,-64.84998321533203,14605325.abf,1.0
18,0.0068112933300185086,46.66977798519901,0.017799999999999996,0.08890109174519491,0.00816,0.021282962962962965,0.021079999999999988,"(11.520386, 1870)",-5.595441818237305,50.0,-66.47474670410156,14605325.abf,2.0
19,0.0033165478530786845,63.337555837055795,0.011840000000000003,0.07431429242542342,0.01228,0.015512432432432433,0.015679999999999972,"(11.154175, 1973)",-9.215075492858887,75.0,-70.40208435058594,14605325.abf,3.0
20,0.004744378637354515,78.33855590372691,0.00884,0.07826040890714656,0.012399999999999994,0.012576521739130438,0.012639999999999985,"(11.71875, 1976)",-8.596705436706543,100.0,-72.11970520019531,14605325.abf,4.0
21,0.0036428160282101574,91.67277818521234,0.0077999999999999875,0.06639725925806082,0.010040000000000007,0.010884444444444448,0.010940000000000033,"(11.688232, 1917)",-8.684713363647461,125.0,-72.87788391113281,14605325.abf,5.0
22,0.0034111703824916883,101.67344489632642,0.006839999999999999,0.06946628127235949,0.00784,0.009786,0.00988,"(11.062622, 1863)",-7.02085018157959,150.0,-73.25025939941406,14605325.abf,6.0
23,0.0029633597789128327,108.34055603706913,0.0068000000000000005,0.0684596604630083,0.006040000000000004,0.009250625000000002,0.009300000000000003,"(11.245728, 1818)",-6.519371032714844,175.0,-73.18605041503906,14605325.abf,7.0
24,0.0029253917854477297,113.34088939262617,0.006440000000000001,0.07478493100860115,0.0048799999999999955,0.00884537313432836,0.009000000000000008,"(11.672974, 1790)",-6.313908576965332,200.0,-72.97297668457031,14605325.abf,8.0
25,0.0030173962327302156,118.3412227481832,0.005960000000000007,0.07505581655575112,0.004199999999999995,0.008466285714285714,0.008599999999999997,"(10.986328, 1774)",-5.814436912536621,225.0,-73.31061553955078,14605325.abf,9.0
26,0.002413265288964516,121.67477831855456,0.006159999999999999,0.06816157795183966,0.0030799999999999994,0.008177777777777777,0.008320000000000008,"(10.910034, 1747)",-3.8340494632720947,250.0,-73.60890197753906,14605325.abf,10.0
27,0.0025575012015529286,126.67511167411159,0.005560000000000009,0.06941075645113248,0.003479999999999997,0.007926933333333334,0.008079999999999976,"(10.925293, 1757)",-5.612828254699707,275.0,-73.6213607788086,14605325.abf,11.0
28,-0.0005501891568814644,128.34188945929728,0.008639999999999995,0.06277313866252794,-0.0003999999999999976,0.007686753246753247,0.007800000000000029,"(11.0321045, 1742)",-4.783294677734375,300.0,-73.6522216796875,14605325.abf,12.0
29,-0.00039677920529735197,133.34222281485432,0.008039999999999992,0.06792294582949578,-0.00043999999999999595,0.007466500000000001,0.007560000000000011,"(10.986328, 1734)",-4.789716720581055,325.0,-73.5755615234375,14605325.abf,13.0
0,,0.0,,,,,,"(-123.39783, 1948)",0.05754139646887779,-400.0,-78.69934844970703,14605338.abf,-5.333333333333333
1,,0.0,,,,,,"(-119.85779, 1981)",0.03941107168793678,-375.0,-77.36946105957031,14605338.abf,-5.0
2,,0.0,,,,,,"(-116.89758, 2028)",0.039370082318782806,-350.0,-76.36283111572266,14605338.abf,-4.666666666666667
3,,0.0,,,,,,"(-114.50195, 2067)",0.05051441490650177,-325.0,-75.82218933105469,14605338.abf,-4.333333333333333
4,,0.0,,,,,,"(-111.328125, 2094)",0.03649604693055153,-300.0,-74.9185562133789,14605338.abf,-4.0
5,,0.0,,,,,,"(-108.96301, 2018)",0.03847776725888252,-275.0,-74.50851440429688,14605338.abf,-3.6666666666666665
6,,0.0,,,,,,"(-106.155396, 3144)",0.02960093505680561,-250.0,-74.1581802368164,14605338.abf,-3.3333333333333335
7,,0.0,,,,,,"(-103.71399, 2142)",0.03239203989505768,-225.0,-74.05876159667969,14605338.abf,-3.0
8,,0.0,,,,,,"(-100.997925, 3940)",0.031069139018654823,-200.0,-73.7219009399414,14605338.abf,-2.6666666666666665
9,,0.0,,,,,,"(-98.29712, 2830)",0.03240001201629639,-175.0,-73.51716613769531,14605338.abf,-2.3333333333333335
10,,0.0,,,,,,"(-95.61157, 2766)",0.026806268841028214,-150.0,-73.84412384033203,14605338.abf,-2.0
11,,0.0,,,,,,"(-92.86499, 3255)",0.03778170049190521,-125.0,-73.60584259033203,14605338.abf,-1.6666666666666667
12,,0.0,,,,,,"(-89.73694, 3045)",0.04822447523474693,-100.0,-73.95195007324219,14605338.abf,-1.3333333333333333
13,,0.0,,,,,,"(-86.33423, 3723)",0.04814087972044945,-75.0,-73.86309051513672,14605338.abf,-1.0
14,,0.0,,,,,,"(-82.70264, 5308)",0.04068698734045029,-50.0,-73.94335174560547,14605338.abf,-0.6666666666666666
15,,0.0,,,,,,"(-78.689575, 4510)",0.05211285129189491,-25.0,-74.02889251708984,14605338.abf,-0.3333333333333333
16,,0.0,,,,,,"(-73.6084, 6589)",0.21825695037841797,0.0,-74.29659271240234,14605338.abf,0.0
17,,0.0,,,,,,"(-69.15283, 5655)",-7.106672763824463,25.0,-74.57669830322266,14605338.abf,0.3333333333333333
18,,0.0,,,,,,"(-64.60571, 4520)",-5.598964691162109,50.0,-74.91349792480469,14605338.abf,0.6666666666666666
19,,1.6667777851856789,,,0.42168000000000005,,,"(5.935669, 12209)",-8.616814613342285,75.0,-75.21927642822266,14605338.abf,1.0
20,,1.6667777851856789,,,0.05736000000000001,,,"(8.178711, 3100)",-8.888608932495117,100.0,-75.3556900024414,14605338.abf,1.3333333333333333
21,0.030093214023766534,38.33588905927061,0.008920000000000011,0.2377006166580566,0.023559999999999998,0.024930909090909094,0.025900000000000034,"(9.231567, 4284)",-7.841322898864746,125.0,-75.89575958251953,14605338.abf,1.6666666666666667
22,0.013917317614105895,66.67111140742716,0.006440000000000001,0.18345921430140807,0.016399999999999998,0.014648205128205131,0.015160000000000007,"(9.277344, 10888)",-7.250657558441162,150.0,-76.55447387695312,14605338.abf,2.0
23,0.0076931172462738045,91.67277818521234,0.005159999999999998,0.14263134355533438,0.014160000000000006,0.010746666666666668,0.01097999999999999,"(9.20105, 7808)",-7.2681074142456055,175.0,-78.21422576904297,14605338.abf,2.3333333333333335
24,0.006735737975745146,118.3412227481832,0.0040000000000000036,0.10997955324781644,0.01228,0.008358857142857142,0.008340000000000014,"(9.033203, 1976)",-7.2716474533081055,200.0,-79.08734130859375,14605338.abf,2.6666666666666665
25,0.005171325746809057,140.00933395559701,0.0035599999999999937,0.10174958912232708,0.0102,0.007073253012048193,0.007000000000000006,"(9.246826, 1926)",-6.92669153213501,225.0,-79.86607360839844,14605338.abf,3.0
26,0.0032572140225002235,153.34355623708245,0.004599999999999993,0.08904151641177234,0.007720000000000005,0.006444835164835165,0.006399999999999989,"(8.682251, 1896)",-6.667685031890869,250.0,-80.0862808227539,14605338.abf,3.3333333333333335
27,0.0012295951672298573,163.34422294819655,0.0051199999999999996,0.07089901468150105,0.010959999999999998,0.00604041237113402,0.006000000000000005,"(9.017944, 1863)",-6.75466775894165,275.0,-80.11344909667969,14605338.abf,3.6666666666666665
28,0.0010740491492966231,170.01133408893924,0.004839999999999997,0.06052072250399771,0.010239999999999999,0.005776237623762377,0.005759999999999987,"(8.529663, 1846)",-6.246510982513428,300.0,-79.88690185546875,14605338.abf,4.0
29,0.0006862923649770871,175.01166744449628,0.004720000000000002,0.08270350466424607,0.009840000000000002,0.005606923076923078,0.005560000000000009,"(8.2092285, 1838)",-6.017309665679932,325.0,-79.51998138427734,14605338.abf,4.333333333333333
0,,0.0,,,,,,"(-122.81799, 2019)",0.034096989780664444,-400.0,-79.5535888671875,14605349.abf,-3.2
1,,0.0,,,,,,"(-120.11719, 2020)",0.03136296197772026,-375.0,-79.02826690673828,14605349.abf,-3.0
2,,0.0,,,,,,"(-117.73682, 2032)",0.033704981207847595,-350.0,-78.8486557006836,14605349.abf,-2.8
3,,0.0,,,,,,"(-115.20386, 2024)",0.03483429178595543,-325.0,-78.35958099365234,14605349.abf,-2.6
4,,0.0,,,,,,"(-112.64038, 3272)",0.02706707827746868,-300.0,-78.30045318603516,14605349.abf,-2.4
5,,0.0,,,,,,"(-110.4126, 2033)",0.031930241733789444,-275.0,-78.44290161132812,14605349.abf,-2.2
6,,0.0,,,,,,"(-107.87964, 2112)",0.02497747913002968,-250.0,-78.38507843017578,14605349.abf,-2.0
7,,0.0,,,,,,"(-105.72815, 3322)",0.023171020671725273,-225.0,-78.16940307617188,14605349.abf,-1.8
8,,0.0,,,,,,"(-103.378296, 3145)",0.029386570677161217,-200.0,-78.31555938720703,14605349.abf,-1.6
9,,0.0,,,,,,"(-100.860596, 2382)",0.02903907559812069,-175.0,-78.23588562011719,14605349.abf,-1.4
10,,0.0,,,,,,"(-98.20557, 3109)",0.027423707768321037,-150.0,-78.2289810180664,14605349.abf,-1.2
11,,0.0,,,,,,"(-95.55054, 3564)",0.03248957172036171,-125.0,-78.0451431274414,14605349.abf,-1.0
12,,0.0,,,,,,"(-92.57507, 4611)",0.030984003096818924,-100.0,-78.10116577148438,14605349.abf,-0.8
13,,0.0,,,,,,"(-89.35547, 5529)",0.04674438759684563,-75.0,-78.15380096435547,14605349.abf,-0.6
14,,0.0,,,,,,"(-86.05957, 4089)",0.026967890560626984,-50.0,-78.1612777709961,14605349.abf,-0.4
15,,0.0,,,,,,"(-82.41272, 8903)",0.060272980481386185,-25.0,-78.24134826660156,14605349.abf,-0.2
16,,0.0,,,,,,"(-77.27051, 14528)",0.685526430606842,0.0,-78.36158752441406,14605349.abf,0.0
17,,0.0,,,,,,"(-73.42529, 15139)",-6.270796298980713,25.0,-78.44340515136719,14605349.abf,0.2
18,,0.0,,,,,,"(-69.107056, 4175)",-7.2530694007873535,50.0,-78.48360443115234,14605349.abf,0.4
19,,0.0,,,,,,"(-64.14795, 10721)",-6.876237869262695,75.0,-78.68644714355469,14605349.abf,0.6
20,,0.0,,,,,,"(-57.57141, 4842)",-7.315490245819092,100.0,-78.92040252685547,14605349.abf,0.8
21,0.0857624350377581,13.334222281485431,0.02588,0.2702736344914148,0.041080000000000005,0.07281142857142857,0.08071999999999996,"(9.185791, 15434)",-7.686113357543945,125.0,-78.95567321777344,14605349.abf,1.0
22,0.025439248520986536,45.00300020001333,0.007639999999999994,0.23571519297804544,0.018920000000000006,0.021923076923076927,0.02341999999999997,"(9.414673, 12355)",-7.14233922958374,150.0,-78.93518829345703,14605349.abf,1.2
23,0.011304145143981065,75.00500033335555,0.0055599999999999955,0.19011358784120924,0.01636,0.013185454545454549,0.013700000000000018,"(9.490967, 16580)",-7.105030059814453,175.0,-80.10684967041016,14605349.abf,1.4
24,0.007267331650907418,101.67344489632642,0.0048799999999999955,0.1488608749826518,0.013440000000000007,0.009713333333333334,0.009739999999999999,"(10.1623535, 2004)",-7.067804336547852,200.0,-80.93072509765625,14605349.abf,1.6
25,0.004871231501586481,121.67477831855456,0.004559999999999995,0.11063158217532051,0.011200000000000002,0.008066111111111112,0.008180000000000007,"(10.772705, 1949)",-6.491771697998047,225.0,-81.4093017578125,14605349.abf,1.8
26,0.00519575540775517,136.67577838522567,0.003280000000000005,0.11105867719044017,0.009279999999999997,0.007199506172839506,0.007280000000000009,"(12.237549, 1901)",-6.065932750701904,250.0,-81.37306213378906,14605349.abf,2.0
27,0.003722051305947791,151.67677845189678,0.0032400000000000068,0.0853657048452342,0.007959999999999995,0.006557333333333335,0.006599999999999967,"(11.993408, 1870)",-6.202112197875977,275.0,-80.95478820800781,14605349.abf,2.2
28,0.0007879467502732756,160.01066737782517,0.0052400000000000085,0.051851425343519095,0.010319999999999996,0.006184842105263159,0.006199999999999983,"(11.825562, 1850)",-5.783034801483154,300.0,-80.2848892211914,14605349.abf,2.4
29,0.0011682517272399592,165.01100073338222,0.004880000000000009,0.0498285195021521,0.009919999999999998,0.005960000000000002,0.005920000000000036,"(10.910034, 1840)",-5.670178413391113,325.0,-79.87258911132812,14605349.abf,2.6
0,,0.0,,,,,,"(-117.126465, 1980)",0.3878187835216522,-400.0,-63.42838668823242,14617300.abf,-8.0
1,,0.0,,,,,,"(-116.882324, 2009)",0.40595319867134094,-375.0,-63.7939567565918,14617300.abf,-7.5
2,,0.0,,,,,,"(-113.4491, 2032)",0.45114806294441223,-350.0,-64.42823791503906,14617300.abf,-7.0
3,,0.0,,,,,,"(-109.573364, 2085)",0.3710206151008606,-325.0,-59.63863754272461,14617300.abf,-6.5
4,,0.0,,,,,,"(-106.87256, 2132)",0.3891066312789917,-300.0,-60.40027618408203,14617300.abf,-6.0
5,,0.0,,,,,,"(-103.85132, 2159)",0.3704586327075958,-275.0,-56.56416320800781,14617300.abf,-5.5
6,,0.0,,,,,,"(-101.42517, 2180)",0.32442036271095276,-250.0,-54.778987884521484,14617300.abf,-5.0
7,,0.0,,,,,,"(-98.89221, 2170)",0.4094070792198181,-225.0,-60.309200286865234,14617300.abf,-4.5
8,,0.0,,,,,,"(-94.87915, 2236)",0.37412115931510925,-200.0,-61.03887939453125,14617300.abf,-4.0
9,,0.0,,,,,,"(-92.041016, 2353)",0.3140189051628113,-175.0,-57.534149169921875,14617300.abf,-3.5
10,,0.0,,,,,,"(-89.6759, 2381)",0.3277529180049896,-150.0,-59.70158767700195,14617300.abf,-3.0
11,,0.0,,,,,,"(-85.754395, 2413)",0.39983853697776794,-125.0,-62.26108932495117,14617300.abf,-2.5
12,,0.0,,,,,,"(-80.61218, 2853)",0.2735794484615326,-100.0,-58.010250091552734,14617300.abf,-2.0
13,,0.0,,,,,,"(-77.926636, 2524)",0.21872258186340332,-75.0,-58.06769943237305,14617300.abf,-1.5
14,,0.0,,,,,,"(-75.21057, 2456)",0.2905416786670685,-50.0,-62.5589485168457,14617300.abf,-1.0
15,,0.0,,,,,,"(-71.121216, 2753)",0.3234280049800873,-25.0,-63.628604888916016,14617300.abf,-0.5
16,,0.0,,,,,,"(-62.088013, 10312)",1.0233051776885986,0.0,-63.53981399536133,14617300.abf,0.0
17,,0.0,,,,,,"(-52.18506, 14031)",-24.515989303588867,25.0,-64.34635925292969,14617300.abf,0.5
18,-0.003964208416839515,45.00300020001333,0.023480000000000015,0.307600379613835,0.016479999999999995,0.02205076923076923,0.02100000000000002,"(14.862061, 9537)",-14.436169624328613,50.0,-65.26298522949219,14617300.abf,1.0
19,0.002505174693719966,80.00533368891259,0.009160000000000001,0.10378379358294652,0.006839999999999999,0.01243063829787234,0.012359999999999982,"(16.37268, 1838)",-5.0887579917907715,75.0,-65.5899887084961,14617300.abf,1.5
20,0.0009480184972784267,106.67377825188345,0.007999999999999993,0.06633472756979658,0.005040000000000003,0.009386666666666668,0.00935999999999998,"(16.723633, 1794)",-18.826086044311523,100.0,-63.66788864135742,14617300.abf,2.0
21,0.001018835000198936,118.3412227481832,0.006599999999999995,0.07636705072924471,0.003280000000000005,0.008468571428571428,0.008340000000000014,"(16.448975, 1751)",-5.744515895843506,125.0,-65.36395263671875,14617300.abf,2.5
22,-0.0015122749122277045,130.00866724448295,0.00843999999999999,0.06330473937825609,-0.00015999999999999348,0.00763076923076923,0.007580000000000003,"(16.601562, 1736)",-4.663309574127197,150.0,-65.73063659667969,14617300.abf,3.0
23,-0.0007455494450732557,141.67611174078272,0.007120000000000001,0.061782159792949785,-0.0002400000000000041,0.007011764705882354,0.007000000000000006,"(16.75415, 1711)",-3.34905743598938,175.0,-64.8349380493164,14617300.abf,3.5
24,0.0012279560412688465,148.34322288152543,0.0051199999999999996,0.06534512371929697,-0.00028000000000000247,0.006681348314606742,0.006640000000000007,"(16.845703, 1707)",-3.2919445037841797,200.0,-65.14730072021484,14617300.abf,4.0
25,0.0019548845469160576,155.01033402226813,0.004479999999999998,0.06842901479982556,-0.00032000000000000084,0.006413333333333335,0.006479999999999986,"(16.830444, 1699)",-1.2928160429000854,225.0,-65.42134094238281,14617300.abf,4.5
26,0.0016597510877843123,156.67711180745383,0.004240000000000008,0.07169571247522817,-0.00032000000000000084,0.006339148936170214,0.006399999999999996,"(16.433716, 1695)",-1.0159162282943726,250.0,-65.56083679199219,14617300.abf,5.0
27,0.0023133678960395297,161.67744516301084,0.004239999999999994,0.0864297153884205,-0.0003599999999999992,0.0061571134020618565,0.006240000000000023,"(16.555786, 1693)",-1.041639804840088,275.0,-65.80842590332031,14617300.abf,5.5
28,0.001831809379290848,166.6777785185679,0.0038799999999999946,0.09047330146685231,-0.0003999999999999976,0.005953600000000001,0.006000000000000005,"(17.211914, 1688)",-1.0136667490005493,300.0,-65.40727233886719,14617300.abf,6.0
29,0.0024253225454404755,168.34455630375356,0.0035599999999999937,0.09933117213998521,-0.0003999999999999976,0.005900594059405941,0.005959999999999965,"(16.708374, 1681)",-0.9073968529701233,325.0,-64.73054504394531,14617300.abf,6.5
0,,0.0,,,,,,"(-94.74182, 2038)",0.2825075685977936,-400.0,-69.95503997802734,14617312.abf,-2.0
1,,0.0,,,,,,"(-92.63611, 2064)",0.25861623883247375,-375.0,-69.10050964355469,14617312.abf,-1.875
2,,0.0,,,,,,"(-91.09497, 2111)",0.26369380950927734,-350.0,-68.67008209228516,14617312.abf,-1.75
3,,0.0,,,,,,"(-89.55383, 2108)",0.2657307982444763,-325.0,-68.62332916259766,14617312.abf,-1.625
4,,0.0,,,,,,"(-88.11951, 2126)",0.2553654909133911,-300.0,-68.50242614746094,14617312.abf,-1.5
5,,0.0,,,,,,"(-86.77673, 2164)",0.27085065841674805,-275.0,-68.3690414428711,14617312.abf,-1.375
6,,0.0,,,,,,"(-84.96094, 2187)",0.2432202249765396,-250.0,-68.46631622314453,14617312.abf,-1.25
7,,0.0,,,,,,"(-83.70972, 2280)",0.2712869942188263,-225.0,-68.51532745361328,14617312.abf,-1.125
8,,0.0,,,,,,"(-82.04651, 2108)",0.2506479322910309,-200.0,-68.29959869384766,14617312.abf,-1.0
9,,0.0,,,,,,"(-80.61218, 2229)",0.24897116422653198,-175.0,-68.37923431396484,14617312.abf,-0.875
10,,0.0,,,,,,"(-78.9032, 2322)",0.24623653292655945,-150.0,-68.63446044921875,14617312.abf,-0.75
