,cell_id,expt_date,layer_name,recorder_name,full_path,abf_version,num_sweeps,resp_chan,resp_gain,resp_sampling_rate,rmp_error,rmp_val,stim_amp_vec,stim_chan,stim_duration,stim_end_time,stim_gain,stim_path,stim_sampling_rate,stim_start_time,valid_stim
27,2016_03_01_0047.abf,2016-03-01,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_03_01_0047.abf,1.8.3.0,25.0,0.0,20.0,16666.0,4.0527316850047015,-56.6345187943797,[-400. -350. -300. ...  700.  750.  800.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2016_03_01_0047.abf,16666.0,0.24036961478459137,True
26,2016_03_01_0000.abf,2016-03-01,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_01_0000.abf,1.8.3.0,25.0,0.0,20.0,16666.0,1.4099101081854997,-42.1325663581855,[-400. -350. -300. ...  700.  750.  800.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_01_0000.abf,16666.0,0.24036961478459137,True
29,2016_03_03_0054.abf,2016-03-03,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0054.abf,1.8.3.0,23.0,0.0,25.0,16666.0,17.006481933593747,-66.3,[-400. -350. -300. ...  600.  650.  700.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0054.abf,16666.0,0.24036961478459137,True
30,2016_03_03_0100.abf,2016-03-03,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0100.abf,1.8.3.0,18.0,0.0,20.0,16666.0,1.660153750179994,-52.630612734554994,[-400. -350. -300. ...  350.  400.  450.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0100.abf,16666.0,0.24036961478459137,True
31,2016_03_03_0103.abf,2016-03-03,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0103.abf,1.8.3.0,24.0,0.0,25.0,16666.0,7.403796386718753,-65.7,[-400. -350. -300. ...  650.  700.  750.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0103.abf,16666.0,0.24036961478459137,True
28,2016_03_03_0002.abf,2016-03-03,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0002.abf,1.8.3.0,25.0,0.0,25.0,16666.0,7.171374511718753,-66.2,[-400. -350. -300. ...  700.  750.  800.],1.0,0.720028801152046,0.9603384135365415,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/2016_03_03_0002.abf,16666.0,0.24036961478459137,True
32,19122017.abf,2019-01-22,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/19122017.abf,1.8.3.0,,,,,,,,,,,,,,,False
93,19122026.abf,2019-01-22,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19122026.abf,1.8.3.0,,,,,,,,,,,,,,,False
9,19122022.abf,2019-01-22,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/19122022.abf,1.8.3.0,,,,,,,,,,,,,,,False
10,19122024.abf,2019-01-22,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/19122024.abf,1.8.3.0,,,,,,,,,,,,,,,False
99,19128061.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128061.abf,1.8.3.0,,,,,,,,,,,,,,,False
98,19128044.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128044.abf,1.8.3.0,,,,,,,,,,,,,,,False
101,19128068.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128068.abf,1.8.3.0,,,,,,,,,,,,,,,False
96,19128037.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128037.abf,1.8.3.0,,,,,,,,,,,,,,,False
95,19128036.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128036.abf,1.8.3.0,,,,,,,,,,,,,,,False
94,19128003.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128003.abf,1.8.3.0,,,,,,,,,,,,,,,False
97,19128040.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128040.abf,1.8.3.0,,,,,,,,,,,,,,,False
100,19128065.abf,2019-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19128065.abf,1.8.3.0,,,,,,,,,,,,,,,False
103,19129015.abf,2019-01-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19129015.abf,1.8.3.0,,,,,,,,,,,,,,,False
102,19129004.abf,2019-01-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19129004.abf,1.8.3.0,,,,,,,,,,,,,,,False
11,19129040.abf,2019-01-29,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/19129040.abf,1.8.3.0,,,,,,,,,,,,,,,False
12,19129047.abf,2019-01-29,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/19129047.abf,1.8.3.0,,,,,,,,,,,,,,,False
13,19129043.abf,2019-01-29,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/HumanCortex_L3_March 10_2020/L3/19129043.abf,1.8.3.0,,,,,,,,,,,,,,,False
33,19129057.abf,2019-01-29,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/Total2Homeira-Lastversion/19129057.abf,1.8.3.0,,,,,,,,,,,,,,,False
34,19129069.abf,2019-01-29,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/HumanCortex_L3_March 10_2020/L3/19129069.abf,1.8.3.0,,,,,,,,,,,,,,,False
104,19129022.abf,2019-01-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19129022.abf,1.8.3.0,,,,,,,,,,,,,,,False
105,19129024.abf,2019-01-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19129024.abf,1.8.3.0,,,,,,,,,,,,,,,False
106,19129037.abf,2019-01-29,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19129037.abf,1.8.3.0,,,,,,,,,,,,,,,False
35,19320024.abf,2019-03-20,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/19320024.abf,1.8.3.0,,,,,,,,,,,,,,,False
107,19320001.abf,2019-03-20,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19320001.abf,1.8.3.0,,,,,,,,,,,,,,,False
108,19320007.abf,2019-03-20,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19320007.abf,1.8.3.0,,,,,,,,,,,,,,,False
36,19320025.abf,2019-03-20,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L23/Homeira/Layer 2_Homeira_last version_March _10_2020/19320025.abf,1.8.3.0,,,,,,,,,,,,,,,False
37,19320030.abf,2019-03-20,L2.3,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19320030.abf,1.8.3.0,,,,,,,,,,,,,,,False
109,19320041.abf,2019-03-20,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/19320041.abf,1.8.3.0,,,,,,,,,,,,,,,False
110,2019_11_04_0113.abf,2019-11-04,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2019_11_04_0113.abf,2.6.0.0,16.0,0.0,1.0,20000.0,3.265382406425502,-69.2138687345505,[-350. -300. -250. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - without 2020 Data/2019_11_04_0113.abf,20000.0,0.0921,True
112,2019_11_26_0094.abf,2019-11-26,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_26_0094.abf,2.6.0.0,15.0,0.0,1.0,20000.0,1.4198730468749972,-65.2,[-300. -250. -200. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_26_0094.abf,20000.0,0.0921,True
113,2019_11_26_0110.abf,2019-11-26,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_26_0110.abf,2.6.0.0,15.0,0.0,1.0,20000.0,0.0008300781250056843,-65.4,[-300. -250. -200. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_26_0110.abf,20000.0,0.0921,True
111,2019_11_26_0006.abf,2019-11-26,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_26_0006.abf,2.6.0.0,12.0,0.0,1.0,20000.0,2.71337890625,-71.5,[-300. -250. -200. ...  150.  200.  250.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_26_0006.abf,20000.0,0.0921,True
1,2019_11_28_0093.abf,2019-11-28,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2019_11_28_0093.abf,2.6.0.0,15.0,0.0,1.0,20000.0,1.647950680535402,-65.3991713836604,[-300. -250. -200. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2019_11_28_0093.abf,20000.0,0.0921,True
0,2019_11_28_0079.abf,2019-11-28,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2019_11_28_0079.abf,2.6.0.0,15.0,0.0,1.0,20000.0,0.6803710937499972,-64.2,[-300. -250. -200. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2019_11_28_0079.abf,20000.0,0.0921,True
114,2019_11_28_0119.abf,2019-11-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_28_0119.abf,2.6.0.0,13.0,0.0,1.0,20000.0,0.58447265625,-61.0,[-300. -250. -200. ...  200.  250.  300.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2019_11_28_0119.abf,20000.0,0.0921,True
7,2020_01_06_0095.abf,2020-01-06,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0095.abf,2.6.0.0,17.0,0.0,1.0,20000.0,0.9765641445937945,-73.5778825039688,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0095.abf,20000.0,0.0921,True
6,2020_01_06_0090.abf,2020-01-06,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0090.abf,2.6.0.0,17.0,0.0,1.0,20000.0,3.220410156249997,-65.2,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0090.abf,20000.0,0.0921,True
5,2020_01_06_0082.abf,2020-01-06,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0082.abf,2.6.0.0,17.0,0.0,1.0,20000.0,6.114941406249997,-66.7,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0082.abf,20000.0,0.0921,True
4,2020_01_06_0063.abf,2020-01-06,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0063.abf,2.6.0.0,17.0,0.0,1.0,20000.0,0.14711914062499432,-66.9,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0063.abf,20000.0,0.0921,True
3,2020_01_06_0048.abf,2020-01-06,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0048.abf,2.6.0.0,17.0,0.0,1.0,20000.0,1.6896484374999972,-60.2,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0048.abf,20000.0,0.0921,True
2,2020_01_06_0017.abf,2020-01-06,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0017.abf,2.6.0.0,17.0,0.0,1.0,20000.0,1.23486328125,-64.5,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_06_0017.abf,20000.0,0.0921,True
115,2020_01_27_0002.abf,2020-01-27,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_27_0002.abf,2.6.0.0,17.0,0.0,1.0,20000.0,6.725634765625003,-74.2,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_27_0002.abf,20000.0,0.0921,True
116,2020_01_27_0008.abf,2020-01-27,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_27_0008.abf,2.6.0.0,16.0,0.0,1.0,20000.0,5.753076171874994,-69.9,[-350. -300. -250. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_27_0008.abf,20000.0,0.0921,True
117,2020_01_27_0042.abf,2020-01-27,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_27_0042.abf,2.6.0.0,79.0,0.0,1.0,20000.0,5.371095204282099,-65.0634780167821,[-300. -290. -280. ...  460.  470.  480.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_27_0042.abf,20000.0,0.0921,True
8,2020_01_27_0038.abf,2020-01-27,L3c,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_27_0038.abf,2.6.0.0,17.0,0.0,1.0,20000.0,13.335644531249997,-60.7,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L3/L3_March10_2020/2020_01_27_0038.abf,20000.0,0.0921,True
118,2020_01_28_0008.abf,2020-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_28_0008.abf,2.6.0.0,17.0,0.0,1.0,20000.0,5.345507812500003,-56.3,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_28_0008.abf,20000.0,0.0921,True
119,2020_01_28_0017.abf,2020-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_28_0017.abf,2.6.0.0,17.0,0.0,1.0,20000.0,12.268067928744202,-68.1152358974942,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_28_0017.abf,20000.0,0.0921,True
120,2020_01_28_0029.abf,2020-01-28,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_28_0029.abf,2.6.0.0,17.0,0.0,1.0,20000.0,0.03051606927330397,-67.5048843213517,[-400. -350. -300. ...  300.  350.  400.],1.0,0.6,0.69205,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_01_28_0029.abf,20000.0,0.0921,True
121,2020_03_02_0023.abf,2020-03-02,L5,Homeira,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_03_02_0023.abf,2.6.0.0,18.0,0.0,0.25,20000.0,,,[-400. -350. -300. ...  350.  400.  450.],1.0,0.6,0.67435,1.0,/Users/stripathy/Downloads/valiante_lab_ephys_mar_2020/L5/Homeira/Total5Homeira-Last-Version - with 2020 Data/2020_03_02_0023.abf,20000.0,0.07440000000000001,True
